seller_id,total_items_sold,total_product_revenue,total_freight_revenue,avg_item_price,avg_freight_value,avg_review_score,n_unique_orders,n_unique_products,top_category,total_revenue,seller_state,seller_city
01cf7e3d21494c41fb86034f2e714fa1,65,9439.56,1964.45,145.224,30.222307692307695,4.1875,59,21,air_conditioning,11404.01,PR,francisco beltrao
01ed254b9ff8407dfb9d99ba1e17d923,5,1465.99,67.72,293.198,13.544,5.0,5,2,watches_gifts,1533.71,SP,mogi das cruzes
01fd077212124329bac32490e8ef80d9,39,1208.0,575.36,30.974358974358974,14.752820512820513,4.3076923076923075,31,12,health_beauty,1783.3600000000001,SP,ribeirao preto / sao paulo
01fdefa7697d26ad920e9e0346d4bd1b,130,14802.53,2730.2599999999998,113.8656153846154,21.002,4.372093023255814,128,21,health_beauty,17532.79,PR,londrina
0241d4d5d36f10f80c644447315af0bd,246,31397.7,6853.91,127.6329268292683,27.86142276422764,4.310204081632653,238,56,furniture_decor,38251.61,PR,curitiba
0249d282d911d23cb8b869ab49c99f53,11,393.0,138.88,35.72727272727273,12.625454545454545,4.2727272727272725,11,4,sports_leisure,531.88,SP,sao paulo
024b564ae893ce8e9bfa02c10a401ece,8,706.4000000000001,212.0,88.30000000000001,26.5,4.75,2,2,market_place,918.4000000000001,SP,sao paulo
028872bfa080090a9d0abd4f1af168f8,3,70.5,47.37,23.5,15.79,5.0,1,1,Unknown / Uncategorized,117.87,MG,ribeirao das neves
02b72cdeb9cfcc429f1af6f4e3f3b737,4,522.65,225.99,130.6625,56.4975,4.75,4,3,baby,748.64,SP,ibitinga
02c988090b766852e088c69d7fb3b551,16,1564.3700000000001,206.57,97.77312500000001,12.910625,4.6875,12,10,signaling_and_security,1770.94,SP,americana
02d35243ea2e497335cd0f076b45675d,16,5794.0,605.95,362.125,37.871875,2.6875,14,3,furniture_decor,6399.95,RN,natal
02dcd3e8e25bee036e32512bcf175493,15,1341.9,281.59,89.46000000000001,18.772666666666666,3.933333333333333,13,7,stationery,1623.49,MG,contagem
02ecc2a19303f05e59ce133fd923fff7,24,5264.19,478.21,219.34124999999997,19.925416666666667,4.541666666666667,21,17,garden_tools,5742.4,SP,santo andre
02f5837340d7eb4f653d676c7256523a,30,3883.05,580.83,129.435,19.361,4.833333333333333,30,3,luggage_accessories,4463.88,PR,curitiba
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,829.63,144.95454545454547,18.855227272727273,4.558139534883721,44,23,sports_leisure,7207.63,SP,botucatu
0307f7565ff85b299b6e5ef162b1b1a9,6,4711.9,256.99,785.3166666666666,42.83166666666667,3.5,6,6,cool_stuff,4968.889999999999,SP,sao jose do rio preto
0336182e1b3e92f029d5354832045fdf,2,29.8,17.57,14.9,8.785,2.0,1,2,furniture_decor,47.370000000000005,SP,ibitinga
034b9387752bfa309f350a70cd45ffa3,8,96.0,144.26,12.0,18.0325,4.5,8,2,toys,240.26,SC,blumenau
038b75b729c8a9a04b0d07cba7eabe86,2,467.0,90.85,233.5,45.425,3.5,2,1,housewares,557.85,SP,sao jose dos campos
039b29ff3b3473435d0cd59040575de9,9,114.9,100.65,12.766666666666667,11.183333333333334,4.444444444444445,9,7,music,215.55,SP,ribeirao pires
039e6ad9dae79614493083e241147386,5,12925.0,348.42,2585.0,69.684,4.0,5,4,garden_tools,13273.42,SP,sao paulo
03a2a6dcbe45d639c4dc2a0d24769c40,9,1078.41,172.25,119.82333333333334,19.13888888888889,4.111111111111111,9,7,garden_tools,1250.66,SP,maua
03bd479e1d9484cdb14104d3023f7321,3,359.70000000000005,57.72,119.90000000000002,19.24,4.333333333333333,3,3,auto,417.4200000000001,MG,uberlandia
0417b067eeab773d2f7061a726dc477f,13,1859.18,642.57,143.01384615384615,49.42846153846154,3.923076923076923,13,11,auto,2501.75,SC,sao bento do sul
042573af89b6d931f672efaf789d8358,3,413.48,65.09,137.82666666666668,21.69666666666667,3.6666666666666665,3,3,small_appliances,478.57000000000005,SP,sorocaba
04308b1ee57b6625f47df1d56f00eedf,92,58991.8,2948.82,641.2152173913043,32.05239130434783,3.9456521739130435,92,20,health_beauty,61940.62,SC,bombinhas
0432ead42b6c8a0bdf68154add917fdf,87,7574.400000000001,1180.0,87.06206896551724,13.563218390804598,4.551724137931035,82,53,toys,8754.400000000001,SP,maua
044668ccd5316b12a7cf0d54a156e3e9,4,137.8,53.55,34.45,13.3875,5.0,3,1,food,191.35000000000002,SP,osasco
04843805947f0fc584fc1969b6e50fe7,2,1400.0,74.76,700.0,37.38,5.0,1,1,bed_bath_table,1474.76,RS,ivoti
048c2757535328e0d7dac690ad3c0aae,50,9065.08,1247.33,181.3016,24.9466,4.244897959183674,50,20,fashion_shoes,10312.41,SP,franca
04aa0a1c5ce6b222003403a3e11c3cc0,17,5518.0,821.51,324.5882352941176,48.32411764705882,3.5294117647058822,11,8,auto,6339.51,SP,cosmopolis
04aba03279157f6d4e0fe8ccaf21963c,15,2416.0,319.23,161.06666666666666,21.282,4.533333333333333,15,12,health_beauty,2735.23,RJ,santo antonio de padua
04e38a233f726ef161074ab1c9b0399a,24,991.6,355.67,41.31666666666667,14.819583333333334,4.166666666666667,19,10,sports_leisure,1347.27,SP,sao paulo
04ee0ec01589969663ba5967c0e0bdc0,1,289.49,24.83,289.49,24.83,5.0,1,1,arts_and_craftmanship,314.32,RS,lajeado
04fdea0c111866e6cf812f1570d6b5bd,8,865.0,173.35,108.125,21.66875,3.5,8,2,computers_accessories,1038.35,SP,sao paulo
0509040ea3fe50071181bbc359eb7738,96,3689.35,1409.8999999999999,38.430729166666666,14.686458333333333,4.494736842105263,87,34,sports_leisure,5099.25,MG,belo horizonte
052577151711aec5c744fe12e66db3e1,1,687.0,42.65,687.0,42.65,5.0,1,1,small_appliances,729.65,SC,rodeio
054694fa03fe82cec4b7551487331d74,21,8286.1,660.24,394.5761904761905,31.44,3.2857142857142856,20,14,small_appliances,8946.34,SP,itajobi
056b4ada5bbc2c50cc7842547dda6b51,65,12203.400000000001,1282.39,187.7446153846154,19.729076923076924,4.15625,64,23,watches_gifts,13485.79,RJ,queimados
0570350b23eda5444f8d1d9544932058,11,626.9,124.86,56.99090909090909,11.350909090909092,5.0,6,3,perfumery,751.76,SP,sao paulo
05730013efda596306417c3b09302475,4,952.0,216.67,238.0,54.1675,5.0,4,4,furniture_decor,1168.67,SC,criciuma
058cb5aeb36d7c0fcae20fc85d5e0a59,12,1236.0,747.82,103.0,62.318333333333335,3.5833333333333335,11,7,luggage_accessories,1983.8200000000002,RJ,rio de janeiro
058fd0aa2bfdb2274e05e1ae971dabb6,63,7549.9,878.88,119.83968253968253,13.95047619047619,4.365079365079365,60,11,perfumery,8428.779999999999,SP,santo andre
05a48cc8859962767935ab9087417fbb,1,42.9,16.49,42.9,16.49,5.0,1,1,garden_tools,59.39,SP,sao paulo
05a940b4ecae36cadfd8e93bd9c43257,9,695.1,169.0,77.23333333333333,18.77777777777778,4.222222222222222,9,8,computers_accessories,864.1,GO,goiania
05aebce0b5c8f0d41b29b686f2d05fd3,2,74.99000000000001,45.89,37.495000000000005,22.945,5.0,2,2,garden_tools,120.88000000000001,SP,sao paulo
05ca864204d09595ae591b93ea9cf93d,1,179.9,8.52,179.9,8.52,5.0,1,1,consoles_games,188.42000000000002,SP,barueri
05d2173d43ea568aa0540eba70d2ca76,66,5759.66,1679.27,87.26757575757576,25.443484848484847,4.0,62,48,auto,7438.93,MG,alfenas
05e107217c7266362fd44b75b2cd4cc4,8,193.38,82.00999999999999,24.1725,10.251249999999999,4.125,5,3,stationery,275.39,SP,sao paulo - sp
05f51e13da97139648b8125c31e5f51b,60,13100.31,1888.65,218.33849999999998,31.477500000000003,4.25,57,19,baby,14988.96,MG,belo horizonte
05feb94f19d094d4b0f9281f0b1d4c99,6,9353.0,697.04,1558.8333333333333,116.17333333333333,4.5,6,2,garden_tools,10050.04,SP,mogi das cruzes
05ff92fedb5be47920fea08e501238b9,60,21235.98,1747.89,353.933,29.131500000000003,4.283333333333333,57,16,cool_stuff,22983.87,RS,santo angelo
062c325cd6a2b87845fab56b4ec2eeae,2,133.22,23.86,66.61,11.93,5.0,2,2,baby,157.07999999999998,SP,sao paulo
062ce95fa2ad4dfaedfc79260130565f,59,7479.1,1184.33,126.76440677966103,20.073389830508475,4.016949152542373,54,14,furniture_decor,8663.43,RS,lajeado
06532f10282704ef4c69168b914b77be,8,9827.95,632.8,1228.49375,79.1,4.625,7,7,garden_tools,10460.75,PR,paincandu
06579cb253ecd5a3a12a9e6eb6bf8f47,70,4587.400000000001,1420.57,65.53428571428572,20.293857142857142,3.842857142857143,61,11,housewares,6007.97,SP,sao paulo - sp
066a6914e1ebf3ea95a216c73a986b91,72,8956.380000000001,1655.18,124.39416666666668,22.988611111111112,3.9722222222222223,66,44,sports_leisure,10611.560000000001,PR,foz do iguacu
0691148aee60ca47977c187804f935ae,53,5868.51,1490.94,110.72660377358491,28.130943396226417,3.981132075471698,47,37,sports_leisure,7359.450000000001,PR,londrina
0692610d8abe24f287e9fae90ea0bbee,4,173.99,31.73,43.4975,7.9325,4.0,4,3,computers_accessories,205.72,SP,sao paulo
06a2c3af7b3aee5d69171b0e14f0ee87,402,36097.979999999996,12071.52,89.79597014925372,30.028656716417913,4.022784810126582,389,44,health_beauty,48169.5,MA,sao luis
06bb3a2fe5e7b7a845b13e8fb91bd944,18,1536.19,326.14,85.3438888888889,18.11888888888889,4.611111111111111,17,14,health_beauty,1862.33,MG,belo horizonte
06df0c10d34e459d9672bc77388742eb,30,9070.0,525.77,302.3333333333333,17.525666666666666,4.366666666666666,26,1,sports_leisure,9595.77,PR,maringa
06e5eefc71ec47ae763c5c6f8db7064f,93,21648.670000000002,2151.65,232.7813978494624,23.136021505376345,3.956043956043956,90,34,computers_accessories,23800.320000000003,RS,porto alegre
07017df32dc5f2f1d2801e579548d620,9,946.49,181.75,105.16555555555556,20.194444444444443,4.111111111111111,8,3,telephony,1128.24,PB,joao pessoa
070d165398b553f3b4b851c216b8a358,38,3333.17,967.9399999999999,87.715,25.472105263157893,3.5405405405405403,31,11,pet_shop,4301.11,SP,sao paulo
0725b8c0f3f906e58f70cbe76b7c748c,36,2161.52,703.95,60.04222222222222,19.554166666666667,3.5277777777777777,16,14,housewares,2865.4700000000003,SP,guarulhos
0743a0239d764b9a0f959a57d07e36ab,4,336.96,66.26,84.24,16.565,4.75,4,2,food,403.21999999999997,SP,sao paulo
0747d5bb69f0586cc869d8af4c50f93e,13,322.8,181.44,24.83076923076923,13.956923076923077,3.8461538461538463,12,9,perfumery,504.24,RJ,saquarema
0761743cbffb25d7148189e9f1a5f03a,7,241.2,86.2,34.457142857142856,12.314285714285715,4.285714285714286,3,3,health_beauty,327.4,SP,ribeirao preto
077c5fae4bea9500e3737b16f71b9d3a,6,106.80000000000001,70.44,17.8,11.74,4.666666666666667,4,3,housewares,177.24,SP,sorocaba
0791d9fc1e30678ecf03d3e55fa108d3,11,842.0,186.99,76.54545454545455,16.99909090909091,2.727272727272727,5,5,housewares,1028.99,MG,belo horizonte
079d295dcbf06ee8bb1b65ba964eb2b6,10,349.3,190.79,34.93,19.079,4.8,5,3,construction_tools_construction,540.09,SP,sao paulo
07a9bc7f61396b658ddf3ac534efe44c,1,119.9,15.59,119.9,15.59,3.0,1,1,toys,135.49,SP,sao paulo
07bf9669d84d1f11be443a9dd938f698,24,1776.0,646.22,74.0,26.925833333333333,3.25,18,11,kitchen_dining_laundry_garden_furniture,2422.2200000000003,SP,sao paulo
07d75e33f2750d97d467fb57e4dfdd8a,2,722.4,37.19,361.2,18.595,2.5,2,2,computers_accessories,759.5899999999999,SP,sao paulo
07de60b03d150fb3ea09eab5da5e4c8b,9,719.1,169.9,79.9,18.87777777777778,4.333333333333333,9,4,bed_bath_table,889.0,SP,ibitinga
07e8e8fc5222bb358e6f259da3197074,2,51.8,23.06,25.9,11.53,4.0,2,2,Unknown / Uncategorized,74.86,SP,sao paulo
080102cd0a76b09e0dcf55fcacc60e05,128,5612.65,2160.83,43.848828125,16.881484375,4.53125,122,43,computers_accessories,7773.48,MG,belo horizonte
080199a181c46c657dc5aa235411be3b,83,14504.2,1040.68,174.74939759036147,12.53831325301205,4.609756097560975,79,40,auto,15544.880000000001,SP,osasco
08061dc0fc165ed41288cc7acde738ee,4,123.80000000000001,58.42,30.950000000000003,14.605,4.5,4,3,computers_accessories,182.22000000000003,SP,osasco
08084d990eb3f53af056ccbc1730c8a7,12,372.5,234.29,31.041666666666668,19.524166666666666,4.454545454545454,12,3,electronics,606.79,SP,sao paulo
081acf3de680d554796c9cf041be7bc2,8,1597.3,205.5,199.6625,25.6875,4.125,4,4,furniture_decor,1802.8,MG,vespasiano
082e0bf4cb865a6533b1e8e498cc0255,23,2073.3,991.03,90.14347826086957,43.08826086956522,3.3043478260869565,11,17,garden_tools,3064.33,SP,botucatu
085f6f7e049c996695fb2074fe38d45e,8,305.4,130.56,38.175,16.32,3.625,6,6,housewares,435.96,SP,taubate
08633c14ef2db992c11f840f04fad4cd,97,7644.3,1424.52,78.80721649484536,14.685773195876289,4.237113402061856,74,16,sports_leisure,9068.82,SP,ribeirao pires
0873d9f8f36123f8d910f4760e788cfb,6,7265.59,161.06,1210.9316666666666,26.843333333333334,3.1666666666666665,6,6,telephony,7426.650000000001,SP,barueri
0885aaf116795758dfeb5f1032487bcd,29,2573.1000000000004,499.04,88.72758620689656,17.208275862068966,4.241379310344827,27,19,bed_bath_table,3072.1400000000003,SP,ferraz de vasconcelos
0887a9f087bcd5d9f6642b52f897fc6c,12,1642.0,220.35,136.83333333333334,18.3625,4.416666666666667,12,3,telephony,1862.35,SP,cananeia
08ad4ac1388e4420ca531c3edfc46198,7,221.61999999999998,89.05,31.659999999999997,12.721428571428572,2.7142857142857144,6,5,pet_shop,310.66999999999996,SP,itapevi
08cdbae123ff67ca4e36d9d641ce0119,6,3098.99,1096.47,516.4983333333333,182.745,2.5,4,3,furniture_living_room,4195.46,MG,uba
08d0949a9a17c027262db1f3c450c26c,12,324.8,233.04000000000002,27.066666666666666,19.42,3.75,12,9,furniture_decor,557.84,PR,cascavel
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,538.0,67.57,538.0,67.57,5.0,1,1,furniture_decor,605.5699999999999,MG,belo horizonte
08d2d642cf72b622b14dde1d2f5eb2f5,20,909.0,306.15999999999997,45.45,15.307999999999998,4.45,16,7,stationery,1215.1599999999999,SP,marilia
08f5819815f3d06545011850bd70f0a8,3,452.0,70.83,150.66666666666666,23.61,4.666666666666667,3,3,health_beauty,522.83,SP,santos
091065b789659bc3cd9af9cb3a6253ff,2,1359.0,85.37,679.5,42.685,3.5,2,1,cool_stuff,1444.37,RS,canoas
0936e1837d0c79253456bbb2ffaaef10,2,38.9,31.12,19.45,15.56,5.0,1,1,garden_tools,70.02,SP,sao paulo
093805f8f2aeb63881444571e1f48f30,27,1215.79,343.94,45.029259259259256,12.738518518518518,3.814814814814815,22,18,health_beauty,1559.73,SP,osasco
094ced053e257ae8cae57205592d6712,19,1519.2,459.03,79.9578947368421,24.159473684210525,4.052631578947368,19,13,health_beauty,1978.23,SP,ribeirao preto
0951a6e282947e09cd47969f4ed0b47f,7,492.3,88.02,70.32857142857144,12.574285714285713,4.857142857142857,7,2,perfumery,580.32,SP,taboao da serra
09883d9ab71c8fe8a9bfc7fc3075b07e,4,269.6,60.49,67.4,15.1225,4.0,4,4,health_beauty,330.09000000000003,SP,sao paulo
099095b050cfe8eb1ddff5317587e96e,19,5003.84,702.09,263.36,36.9521052631579,3.0526315789473686,16,11,housewares,5705.93,SP,sao paulo
09bad886111255c5b5030314fc7f1a4a,5,487.5,72.86,97.5,14.572,5.0,5,1,art,560.36,SP,sao paulo
09f952a5f58d2285b0372551ae8f9b01,56,11821.5,1524.96,211.09821428571428,27.231428571428573,3.875,50,11,furniture_decor,13346.46,SP,sao bernardo do campo
0a198e95d32b1be2da9424c962a6ebfa,1,69.99,16.68,69.99,16.68,5.0,1,1,garden_tools,86.66999999999999,MG,contagem
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,462.0,22.799999999999997,231.0,11.399999999999999,5.0,2,2,construction_tools_construction,484.8,SP,sao paulo
0a85ebe4e328db81ac9109781205e2f7,12,667.9,137.75,55.65833333333333,11.479166666666666,4.583333333333333,12,8,furniture_decor,805.65,SP,jundiai
0aa2205ca24f113f4658a5c536667426,11,815.62,172.48,74.14727272727272,15.68,2.8181818181818183,4,3,stationery,988.1,SP,sao paulo
0ac4201fda2c68ebc0e47cb9423cf3c9,14,1676.88,233.99,119.77714285714286,16.71357142857143,4.285714285714286,13,4,health_beauty,1910.8700000000001,SP,sao paulo
0ad80de75c811326389cfb1daba7d45e,6,1449.3999999999999,115.32,241.56666666666663,19.22,5.0,6,6,toys,1564.7199999999998,RJ,rio de janeiro
0adac9fbd9a2b63cccaac4f8756c1ca8,134,15557.6,2397.9,116.10149253731343,17.894776119402987,4.007462686567164,106,64,housewares,17955.5,SP,louveira
0ade5cc4a305ed7093a23f68ca47519c,2,158.88,42.39,79.44,21.195,5.0,2,2,auto,201.26999999999998,PR,curitiba
0aea4c6ae1505b3228ddf3dd7822ee5b,8,1427.91,151.75,178.48875,18.96875,3.875,8,8,watches_gifts,1579.66,SP,sorocaba
0af2ab31141893d26aca5a404a537dab,1,59.0,15.51,59.0,15.51,5.0,1,1,computers_accessories,74.51,SP,sao paulo
0af977692321d895349eded183341d28,2,257.75,19.47,128.875,9.735,4.5,2,2,pet_shop,277.22,SP,santos
0afccdb8a34ee5c79f7c06faf2b4d56e,24,1185.6,371.49,49.4,15.47875,4.086956521739131,24,10,telephony,1557.09,MG,uberlandia
0b09101900100c0e9d312861fad5a1b9,1,153.75,14.61,153.75,14.61,4.0,1,1,furniture_decor,168.36,SP,sao paulo
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,1416.76,133.88,472.25333333333333,44.626666666666665,4.666666666666667,3,3,auto,1550.6399999999999,SP,guarulhos
0b18d63d0cd1d723567903fd34a07df2,14,1678.1399999999999,265.89,119.86714285714285,18.992142857142856,4.785714285714286,9,9,auto,1944.0299999999997,SP,sp
0b1ca3ef18a63d7eb0c8897fa0849c08,1,55.0,7.87,55.0,7.87,5.0,1,1,health_beauty,62.87,SP,sao roque
0b35c634521043bf4b47e21547b99ab5,77,13235.65,1455.14,171.89155844155843,18.89792207792208,3.526315789473684,50,39,construction_tools_construction,14690.789999999999,PR,teixeira soares
0b36063d5818f81ccb94b54adfaebbf5,15,765.0,18.0,51.0,1.2,5.0,1,1,garden_tools,783.0,SC,jaragua do sul
0b3f27369a4d8df98f7eb91077e438ac,2,146.51,24.88,73.255,12.44,4.0,2,2,Unknown / Uncategorized,171.39,SP,aruja
0b46f784306be7200ca1700aa55d819f,1,19.9,10.96,19.9,10.96,5.0,1,1,auto,30.86,MG,belo horizonte
0b64bcdb0784abc139af04077d49a20e,4,137.6,68.21000000000001,34.4,17.052500000000002,4.75,4,2,health_beauty,205.81,RS,canoas
0b90b6df587eb83608a64ea8b390cf07,209,28492.76,3598.18,136.328995215311,17.216172248803826,4.019230769230769,163,46,computers_accessories,32090.94,PR,maringa
0bae85eb84b9fb3bd773911e89288d54,145,7433.5599999999995,2907.0,51.265931034482755,20.048275862068966,4.227586206896552,136,45,housewares,10340.56,SP,itajai
0bb27263628258b8111a0262769fa9db,1,22.2,10.96,22.2,10.96,5.0,1,1,housewares,33.16,SP,sao paulo
0bb738e4d789e63e2267697c42d35a2d,30,2308.4,616.9399999999999,76.94666666666667,20.564666666666664,4.633333333333334,29,4,industry_commerce_and_business,2925.34,SP,sao roque
0be8ff43f22e456b4e0371b2245e4d01,175,11336.0,2508.49,64.77714285714286,14.33422857142857,3.9657142857142857,156,119,sports_leisure,13844.49,SP,sao paulo
0bebbb2cea103a4a020c95d43fd7d754,9,1367.2,147.14000000000001,151.91111111111113,16.34888888888889,4.888888888888889,9,9,health_beauty,1514.3400000000001,SP,sao paulo
0bf0150d5b9d60d9cd2906003332f085,62,5774.6,1097.74,93.13870967741936,17.705483870967743,3.711864406779661,39,15,furniture_decor,6872.34,SP,sao paulo
0bfd0b434243adc5c2e1aa6baf19c6aa,6,371.20000000000005,65.78999999999999,61.866666666666674,10.964999999999998,3.6666666666666665,6,6,housewares,436.99,RJ,rio de janeiro
0c7533c71df861ec58ad7ff999ed0e8d,73,2989.2999999999997,874.21,40.94931506849315,11.975479452054795,4.082191780821918,61,29,perfumery,3863.5099999999998,SP,valinhos
0c7f30ae9b147eca07affbef92832a6a,5,479.5,87.61,95.9,17.522,5.0,5,4,computers_accessories,567.11,PR,ponta grossa
0c8380b62e38e8a1e6adbeba7eb9688c,218,17228.99,4071.75,79.0320642201835,18.67775229357798,4.060185185185185,180,92,bed_bath_table,21300.74,MG,tres coracoes
0cab2da43793a6f3c5ed8514c5f54627,3,309.70000000000005,57.2,103.23333333333335,19.066666666666666,5.0,3,2,stationery,366.90000000000003,PR,curitiba
0cbcee27c791afa0cdcb08587a2013a8,39,5054.15,783.53,129.59358974358975,20.09051282051282,4.0,37,13,fashion_bags_accessories,5837.679999999999,MG,tres coracoes
0d33a55da925bbf1ff02af5f6059fc7f,24,547.3,385.61,22.804166666666664,16.067083333333333,4.5,22,8,books_technical,932.91,SP,sao paulo
0d4c8269e7f0401201794deef160edd6,4,792.64,99.39,198.16,24.8475,4.0,3,4,auto,892.03,SP,ribeirao preto
0d83f8e03188682112cc0d93523705cc,8,696.26,124.31,87.0325,15.53875,2.75,4,2,computers_accessories,820.5699999999999,RS,porto alegre
0d85bbda9889ce1f7e63778d24f346eb,58,4845.2,1624.5,83.53793103448275,28.00862068965517,4.211538461538462,51,17,stationery,6469.7,MG,uberlandia
0daf5180aa44356f60f8effa533b55a2,2,144.8,38.83,72.4,19.415,5.0,2,2,perfumery,183.63,GO,goiania
0db783cfcd3b73998abc6e10e59a102f,137,9077.4,1999.1499999999999,66.25839416058393,14.592335766423357,4.213235294117647,132,14,telephony,11076.55,SP,santos
0dd184061fb0eaa7ca37932c68ab91c5,193,18446.92,5319.5,95.57989637305698,27.56217616580311,3.953125,161,11,industry_commerce_and_business,23766.42,SP,guarulhos
0ddefe3c7a032b91f4e25b9c3a08fca1,10,402.9,150.0,40.29,15.0,4.5,9,7,arts_and_craftmanship,552.9,SP,sao bernardo do campo
0df3984f9dfb3d49ac6366acbd3bbb85,88,9891.49,1483.05,112.40329545454546,16.852840909090908,4.340909090909091,86,25,health_beauty,11374.539999999999,MG,betim
0dfbed20065e425d2eaefb101f9816c0,3,84.35,49.25,28.116666666666664,16.416666666666668,2.6666666666666665,3,2,baby,133.6,SP,porto ferreira
0e44d110fa6a54e121cb2c095a77762f,6,223.32,70.06,37.22,11.676666666666668,4.333333333333333,6,5,stationery,293.38,SP,francisco morato
0e72c1a751b496722a6cb1f10653b62a,3,140.8,51.300000000000004,46.93333333333334,17.1,4.666666666666667,3,3,toys,192.10000000000002,SP,sao paulo
0e982cff76cc0579f632cea8a0e38c9d,7,971.9,109.25999999999999,138.84285714285713,15.608571428571427,4.142857142857143,6,6,musical_instruments,1081.1599999999999,SC,itajai
0ea22c1cfbdc755f86b9b54b39c16043,265,10592.1,4231.98,39.97018867924528,15.969735849056603,4.3486590038314175,234,151,fashion_bags_accessories,14824.08,MG,sete lagoas
0eaa7e33d73809f1f925f7d07c506cbd,15,1552.0,194.9,103.46666666666667,12.993333333333334,4.714285714285714,15,12,toys,1746.9,SP,santo andre
0ebd97a106433a45a4aebe57c1799778,32,3046.8,614.88,95.2125,19.215,4.5,31,10,fashion_bags_accessories,3661.6800000000003,MG,contagem
0ec28cec4046a4a199b6de9b4c891d97,4,296.6,56.04,74.15,14.01,5.0,3,2,health_beauty,352.64000000000004,GO,goiania
0ed6ce5d87fd9c69eaacaeb778d67235,42,2026.52,670.78,48.25047619047619,15.97095238095238,4.390243902439025,42,25,electronics,2697.3,SP,americana
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,59.9,11.03,59.9,11.03,5.0,1,1,furniture_decor,70.92999999999999,SP,santana de parnaiba
0ef83d7d83ed97cd2a0049ac8be5f88a,55,4421.01,1026.8,80.382,18.669090909090908,4.2407407407407405,48,14,health_beauty,5447.81,PR,curitiba
0f0c984a4a955310903b6b6008660bad,4,369.81,111.57,92.4525,27.8925,3.75,4,4,sports_leisure,481.38,SP,franca
